lhb,cluster,practice,practice_code,Asthma ,Atrial fibrillation ,Cancer ,Chronic obstructive pulmonary disease ,Secondary prevention of coronary heart disease ,Dementia ,Diabetes mellitus (patients aged 17+) ,Epilepsy (patients aged 18+) ,Heart failure ,Hypertension ,Learning disability ,Mental health ,Obesity (patients aged 16+) ,Osteoporosis (patients aged 50+) ,Palliative care ,Rheumatoid Arthritis (patients aged 16+) ,Stroke and transient ischaemic attack 
Swansea Bay University Health Board ,Penderi ,Brynhyfryd Medical Centre ,W98004 ,6.311388,1.915783,2.693766,2.499271,2.791014,1.060002,7.581222,1.439836,1.653214,13.138189,0.593212,1.312846,15.592045,0.170261,0.126422,0.701038,2.353399
Swansea Bay University Health Board ,Penderi ,Practice 2 Fforestfach Medical Centre ,W98007 ,6.923077,2.476923,2.538462,2.723077,4.261538,0.584615,9.936548,1.399768,2.184615,18.753846,1.107692,1.384615,20.89569,2.057793,0.292308,1.123216,2.353846
Swansea Bay University Health Board ,Penderi ,Practice 1 Fforestfach Medical Centre ,W98028 ,7.194245,2.004111,2.299589,2.697842,3.64851,0.526721,9.325157,1.393069,1.862795,16.122816,0.680884,1.053443,19.206408,0.968784,0.231244,0.83646,2.158273
Swansea Bay University Health Board ,Penderi ,Manselton Surgery ,W98043 ,6.540551,2.716844,2.495472,3.622459,3.360837,0.382371,8.302154,0.9872,1.81123,16.743812,0.362246,1.126987,8.960046,0.199104,0.100624,0.984884,2.575971
Swansea Bay University Health Board ,Penderi ,Cheriton Medical Centre ,W98612 ,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
Swansea Bay University Health Board ,Upper Valleys ,,,7.217512,2.673038,3.887776,2.660706,3.863111,0.804686,8.746968,1.005071,1.785109,17.009403,0.570372,1.183906,12.809749,0.39749,0.206567,1.091364,2.333899
Swansea Bay University Health Board ,Upper Valleys ,Amman Tawe Partnership ,W00143 ,6.817531,2.835864,3.924377,3.179605,4.554569,0.773417,8.912994,1.129831,1.947866,17.931825,0.802062,1.460899,14.02339,0.05963,0.315096,1.10711,2.835864
Swansea Bay University Health Board ,Upper Valleys ,Pontardawe Health Centre ,W98001 ,6.270997,2.575588,4.076148,2.254573,3.620754,1.015304,7.724168,1.008256,1.821575,15.931318,0.544979,1.119821,11.92466,0.198592,0.186637,0.991468,2.053005
Swansea Bay University Health Board ,Upper Valleys ,Dulais Valley Primary Care Centre ,W98030 ,7.415953,2.669743,3.263019,3.08174,4.136454,0.675676,10.028529,1.00276,1.862228,15.903098,0.692156,1.087673,14.769759,0.320171,0.296638,1.273255,2.603823
Swansea Bay University Health Board ,Upper Valleys ,Vale of Neath Practice ,W98046 ,8.575045,2.752874,4.008016,2.773969,3.775973,0.601202,9.28173,0.955717,1.624301,18.90096,0.442991,1.234047,12.336255,0.834686,0.137116,1.107898,2.373167
Cardiff and Vale University Health Board ,Upper Valleys ,,,6.511669,1.927283,2.905285,1.696959,2.583274,0.651572,6.829626,0.810549,1.100437,12.810321,0.4415,0.956277,10.893261,0.695541,0.278561,0.681927,1.733597
Cardiff and Vale University Health Board ,Cardiff East ,,,6.878862,1.71506,2.84771,2.456616,2.798612,0.7551,8.070044,0.976072,1.181749,14.072632,0.597647,0.821129,14.308472,0.906911,0.350461,0.8597,1.652417
Cardiff and Vale University Health Board ,Cardiff East ,Brynderwen Surgery ,W97006 ,6.909921,1.609305,2.74591,2.082006,2.544083,0.366475,6.980725,0.789907,1.338432,14.080093,0.584236,0.902911,18.01005,1.820307,0.16996,0.726951,1.311876
Cardiff and Vale University Health Board ,Cardiff East ,Llan Healthcare ,W97008 ,7.074648,1.904713,2.946914,2.854503,3.064996,1.268097,9.088657,0.993112,1.237293,13.548619,0.48773,0.965191,13.077878,0.959974,0.595544,0.88364,1.920115
Cardiff and Vale University Health Board ,Cardiff East ,Rumney Primary Care Centre ,W97027 ,7.033813,1.898814,3.44436,2.845067,3.204643,0.744386,8.56695,1.278456,1.173354,16.736059,0.851628,0.68761,13.916635,0.104366,0.346959,1.048082,1.968206
Cardiff and Vale University Health Board ,Cardiff East ,Willowbrook Surgery ,W97069 ,5.481965,0.774404,0.917057,1.059711,1.406154,0.244549,6.670923,0.635632,0.387202,7.51987,0.264928,0.366823,5.590565,0,0.081516,0.665543,0.876299
Cardiff and Vale University Health Board ,Cardiff South East ,,,4.83474,0.959623,1.488514,1.422586,1.598394,0.314991,5.25533,0.617787,0.583099,7.618378,0.328176,1.028481,10.492793,0.363559,0.165553,0.428312,1.038737
Cardiff and Vale University Health Board ,Cardiff South East ,Roathwell Surgery ,W97002 ,4.891831,1.340006,1.711334,2.712302,2.292541,0.645786,7.117483,0.726044,0.855667,12.189215,0.565063,1.727478,13.505081,0,0.145302,0.618983,1.436874
Cardiff and Vale University Health Board ,Cardiff South East ,Cloughmore Medical Centre ,W97007 ,7.212069,1.349197,1.913406,2.931436,1.888875,0.58874,7.866307,1.039223,0.809518,10.793573,0.637802,1.766221,18.239079,0.137049,0.183981,0.629463,1.484116
Cardiff and Vale University Health Board ,Cardiff South East ,Cathays Surgery ,W97009 ,2.886173,0.544839,0.647916,0.485937,0.750994,0.427036,2.321154,0.395524,0.38286,3.313209,0.073627,0.589015,7.372627,1.027397,0.176704,0.143934,0.515388
Cardiff and Vale University Health Board ,Cardiff South East ,Albany Surgery ,W97014 ,4.405086,0.87799,1.286709,1.014229,1.438087,0.151378,5.017414,0.580094,0.333031,6.554647,0.333031,1.150469,9.843034,0.323887,0,0.56986,0.953678
Cardiff and Vale University Health Board ,Cardiff South East ,North Road Medical Practice ,W97020 ,5.040589,1.245988,1.453653,1.264867,2.425901,0.217104,5.449059,0.564541,0.707948,7.296583,0.254861,0.67963,7.494753,0.627878,0.13215,0.391598,1.123277
Cardiff and Vale University Health Board ,Cardiff South East ,Four Elms Medical Centre ,W97048 ,5.086771,0.785966,1.716549,1.163229,1.408451,0.163481,5.570152,0.587054,0.55332,8.035714,0.295523,0.924296,10.479387,0.575061,0.251509,0.51428,1.068913
Cardiff and Vale University Health Board ,Cardiff South East ,City Surgery ,W97056 ,2.330573,0.199325,0.367985,0.153327,0.398651,0.045998,1.498223,0.25579,0.214658,2.330573,0.015333,0.367985,6.277473,0.274725,0.091996,0.11384,0.291322
Cardiff and Vale University Health Board ,Cardiff South East ,Clifton Surgery ,W97060 ,5.699413,1.294714,2.322477,1.801922,1.895355,0.480513,6.744267,0.825423,0.720769,9.39669,0.467165,1.227977,12.11525,0.139925,0.226909,0.389308,1.241324
Cardiff and Vale University Health Board ,City & Cardiff South ,,,5.174398,0.880799,1.061656,1.09219,1.752202,0.530828,7.519453,0.63553,0.620082,9.071051,0.284204,1.169701,8.256309,0.23479,0.225484,0.769487,1.068702
Cardiff and Vale University Health Board ,City & Cardiff South ,Saltmead Medical Centre ,W97029 ,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
Cardiff and Vale University Health Board ,City & Cardiff South ,Cardiff Bay Surgery ,W97044 ,4.483024,0.637293,0.879024,0.944951,1.878914,0.340622,7.852873,0.529057,0.516427,7.801341,0.142841,0.890012,4.158062,0.149328,0.186793,0.285357,1.043841
Cardiff and Vale University Health Board ,City & Cardiff South ,Grange Medical Practice ,W97061 ,6.07974,1.39816,1.425221,1.506404,1.930363,0.559264,7.990485,0.750598,0.965181,10.535811,0.342775,1.371099,10.055353,0.249922,0.252571,1.995719,1.253834
Cardiff and Vale University Health Board ,City & Cardiff South ,Corporation Road Surgery ,W97063 ,3.423205,0.848228,1.635868,1.029991,1.18146,0.484702,5.800903,0.51028,0.363526,10.087852,0.424114,0.78764,7.124974,0.216216,0.212057,0.356249,0.817934
Cardiff and Vale University Health Board ,City & Cardiff South ,Butetown Medical Practice ,W97291 ,5.083689,0.509408,0.831687,0.602973,0.966836,0.135149,4.535849,0.615284,0.322279,4.355962,0.155941,1.320304,6.38167,0.135962,0.103961,0.309189,0.602973
Cardiff and Vale University Health Board ,City & Cardiff South ,Clare Road Medical Centre ,W97299 ,5.625,0.719697,0.643939,0.984848,2.575758,0.416667,11.956298,0.415416,0.681818,14.659091,0.265152,1.022727,12.365751,0.086281,0.227273,0.519173,1.25
Cardiff and Vale University Health Board ,City & Cardiff South ,Grangetown Health Centre ,W97616 ,5.30086,1.122254,1.098376,1.623687,2.22063,1.957975,8.554816,0.972419,0.74021,10.936008,0.644699,1.384909,12.473413,0.678952,0.52531,0.287406,1.671442
Cardiff and Vale University Health Board ,Cardiff North ,,,6.816967,2.12362,3.507106,1.098678,2.578023,0.733681,5.899164,0.687145,1.215735,12.756466,0.324442,0.839678,9.00733,1.339984,0.31799,0.670441,1.780744
Cardiff and Vale University Health Board ,Cardiff North ,Cyncoed Medical Practice ,W97010 ,8.082366,2.694122,4.254354,1.152032,3.301887,1.043179,6.955975,0.79484,1.424165,14.550073,0.32656,0.825472,8.803829,0.47372,0.145138,0.986827,2.358491
Cardiff and Vale University Health Board ,Cardiff North ,Llanishen Court Surgery ,W97013 ,8.604439,2.908686,3.790412,1.489815,3.273538,1.114827,6.49227,0.813886,1.337793,15.840681,0.273639,1.236445,9.107554,3.570621,0.385122,0.942161,2.351272
Cardiff and Vale University Health Board ,Cardiff North ,North Cardiff Medical Centre ,W97015 ,7.269076,3.025435,4.926372,1.338688,3.273092,0.796519,6.493303,0.696632,1.532798,16.419009,0.247657,0.930388,12.093997,1.658875,0.4083,0.74585,2.389558
Cardiff and Vale University Health Board ,Cardiff North ,Birchgrove Surgery ,W97021 ,6.85562,2.648579,4.303941,1.235465,3.028101,1.025517,6.787235,0.730112,1.639212,13.452842,0.306848,0.880168,8.843187,0.213538,0.855943,0.902164,2.374031
Cardiff and Vale University Health Board ,Cardiff North ,Whitchurch Road Surgery ,W97025 ,5.992844,1.29057,2.51725,1.277792,1.90391,0.37056,5.072666,0.494271,0.92001,9.327881,0.396116,0.753897,8.837689,2.64977,0.281114,0.418779,1.303348
Cardiff and Vale University Health Board ,Cardiff North ,Penylan Surgery ,W97033 ,6.544917,2.132376,3.52581,0.823393,2.512404,0.665048,5.676193,0.71666,1.245646,12.530349,0.348358,0.928956,8.180051,2.396034,0.221683,0.627305,1.773461
Cardiff and Vale University Health Board ,Cardiff North ,Roath House Surgery ,W97034 ,4.535435,1.262441,2.07735,0.521007,1.489546,0.487609,3.655058,0.498693,0.63456,6.05838,0.253824,0.701356,5.251061,0.445434,0.133592,0.366886,0.928462
Cardiff and Vale University Health Board ,Cardiff North ,Crwys Medical Centre ,W97041 ,6.933303,1.661701,2.910841,1.16892,2.406601,0.24066,5.757932,0.771026,1.317901,10.623424,0.42402,0.76782,7.355598,0.688172,0.10314,0.348353,1.340821
Cardiff and Vale University Health Board ,Cardiff North ,St Isan Road Surgery ,W97053 ,7.735026,2.472564,4.37657,0.687558,3.2659,1.242893,6.337829,0.800842,1.520561,16.025387,0.528891,0.925559,9.262362,0.834168,0.423113,0.863847,2.142007
Cardiff and Vale University Health Board ,Cardiff North ,Pontprennau Medical Centre ,W97065 ,6.510239,0.989761,2.269625,1.322526,1.527304,0.383959,6.362204,0.643182,0.708191,13.575085,0.298635,0.520478,12.546588,0.324044,0.170648,0.54502,0.861775
Cardiff and Vale University Health Board ,Cardiff South West ,,,7.070801,1.636944,2.359595,2.088102,2.408837,0.598882,7.69608,0.866177,1.007453,12.909236,0.53234,0.966196,12.047685,0.461627,0.375299,0.577047,1.601011
Cardiff and Vale University Health Board ,Cardiff South West ,Llandaff Fields Medical Practice ,W97005 ,6.77768,1.811277,3.943909,2.8922,2.600058,0.438212,7.493377,0.859615,0.759568,14.490213,0.408998,1.606778,10.35984,0.711744,0.204499,0.472436,1.811277
Cardiff and Vale University Health Board ,Cardiff South West ,Taff Riverside Practice ,W97016 ,7.069822,2.161846,2.512416,2.074204,3.24277,0.467426,12.344776,0.767621,0.84721,13.964359,0.555069,1.110137,12.577666,0.460476,0.116857,0.988489,1.782063
Cardiff and Vale University Health Board ,Cardiff South West ,Westway Surgery ,W97017 ,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
Cardiff and Vale University Health Board ,Cardiff South West ,St Davids Court Surgery ,W97018 ,4.814815,0.311891,1.267057,0.721248,2.046784,0.175439,8.715712,0.616973,0.838207,10.877193,1.169591,1.150097,7.792653,0.501002,0.214425,0.441971,0.8577
Cardiff and Vale University Health Board ,Cardiff South West ,Woodlands Medical Centre ,W97023 ,7.233903,2.080837,2.636453,2.680031,2.560192,0.697244,8.073415,0.955186,1.25286,15.818717,0.337727,0.642772,12.455496,0.30021,0.501144,0.561799,1.699532
Cardiff and Vale University Health Board ,Cardiff South West ,Lansdowne Surgery ,W97031 ,6.522821,1.703768,2.773287,2.232309,2.680015,1.237408,7.612834,1.108076,1.169009,13.170004,0.702649,1.187663,14.501758,0.992707,0.901629,0.547236,1.840567
Cardiff and Vale University Health Board ,Cardiff South West ,Ely Bridge Surgery ,W97040 ,9.994294,1.956469,2.266243,3.00807,2.836879,0.554333,10.058024,0.935579,1.508111,15.121872,0.505421,0.978234,16.656237,0.193283,0.301622,0.639039,2.12766
Cardiff and Vale University Health Board ,Cardiff South West ,Kings Road Surgery ,W97067 ,5.514497,1.17491,1.269661,0.682206,1.288611,0.454804,3.046724,0.762085,0.416904,7.06841,0.379003,1.004359,3.817672,0.551344,0.227402,0.441349,1.307561
Cardiff and Vale University Health Board ,Cardiff South West ,Greenmount Surgery ,W97068 ,6.037736,1.828092,2.322851,1.945493,2.406709,0.301887,7.922596,0.812308,0.813417,12.771488,0.494759,0.737945,14.133283,0.192957,0.092243,0.687396,1.341719
Cardiff and Vale University Health Board ,Cardiff South West ,Canna Surgery ,W97296 ,7.612046,1.10268,2.098648,1.422812,1.612521,0.225279,4.442488,0.579486,0.616552,10.042684,0.260849,0.746977,6.366169,0.313357,0.106711,0.453714,1.114536
Cardiff and Vale University Health Board ,Cardiff West ,,,7.248829,2.500558,4.054808,1.756897,3.117796,0.652562,6.628,0.905937,1.22518,14.101658,0.453633,1.156392,10.607101,0.654201,0.24169,0.763603,2.180784
Cardiff and Vale University Health Board ,Cardiff West ,Radyr Medical Centre ,W97024 ,6.909771,2.318841,3.870968,0.953717,2.720898,0.682562,5.372822,0.811751,0.776064,13.183731,0.289855,0.691912,6.795614,0.665241,0.252454,0.758901,1.916784
Cardiff and Vale University Health Board ,Cardiff West ,Bishops Road Medical Centre ,W97028 ,6.555997,2.995309,4.64333,1.623962,3.500541,0.625526,6.621054,0.991586,1.792373,14.399134,0.445086,1.142788,8.29218,0.850385,0.264646,0.770702,2.838927
Cardiff and Vale University Health Board ,Cardiff West ,Danescourt Surgery ,W97036 ,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
Cardiff and Vale University Health Board ,Cardiff West ,Fairwater Health Centre ,W97047 ,7.757937,2.549603,3.59127,2.609127,4.047619,0.545635,8.416281,1.041995,1.428571,14.156746,0.625,1.339286,14.922009,0.33557,0.218254,0.758954,2.35119
Cardiff and Vale University Health Board ,Cardiff West ,Llandaff North Medical Centre ,W97286 ,6.674869,1.860966,3.337435,2.014765,2.460781,0.876653,6.766215,0.805588,0.892033,12.042448,0.430637,1.138111,10.395272,0.87236,0.215318,0.633404,2.107044
Cardiff and Vale University Health Board ,Cardiff West ,Whitchurch Medical Centre ,W97294 ,7.615212,2.744474,4.739603,1.564256,2.913076,0.646309,6.69375,0.906361,1.320719,15.127389,0.449607,1.517422,14.846019,0.620155,0.327838,0.763061,1.995129
Cardiff and Vale University Health Board ,Cardiff West ,Llandaff Surgery ,W97619 ,7.790481,2.353098,3.935124,1.954267,2.871577,0.598245,5.83631,0.848642,1.116724,15.32837,0.49189,1.090136,6.99989,0.696749,0.132943,0.880993,1.927679
Cardiff and Vale University Health Board ,Central Vale ,,,6.877415,2.322806,3.216422,2.488401,3.188077,0.653429,7.944873,1.089191,1.385926,15.519685,0.656413,1.120377,13.987887,0.419032,0.213334,0.802628,1.993108
Cardiff and Vale University Health Board ,Central Vale ,West Quay Medical Centre ,W97001 ,7.705562,2.329589,2.557034,2.150389,3.053277,0.537597,7.026991,0.831834,1.020057,13.267627,0.358398,0.730581,13.701799,0.2106,0.110276,0.687185,1.81956
Cardiff and Vale University Health Board ,Central Vale ,Waterfront Surgery ,W97032 ,5.820611,2.059478,3.522583,2.337786,2.950064,0.516858,8.595601,1.056341,1.383588,15.314885,0.461196,1.256361,14.043321,0.913727,0.310115,0.916717,1.82888
Cardiff and Vale University Health Board ,Central Vale ,Vale Group Practice ,W97046 ,7.267951,2.688781,3.806531,3.095704,3.646853,0.818997,7.77938,1.123315,1.715257,18.306377,0.710827,1.318636,13.380194,0.437063,0.154528,0.837425,2.281858
Cardiff and Vale University Health Board ,Central Vale ,Court Road Surgery ,W97058 ,6.646059,2.060793,2.266873,2.460072,3.19423,0.798557,9.304954,1.240124,1.584235,15.49459,0.682638,1.365276,15.461234,0.449205,0.231839,0.707069,1.867594
Cardiff and Vale University Health Board ,Central Vale ,Sully Surgery ,W97062 ,7.427962,2.881537,4.781217,1.344717,3.75667,0.533618,7.212958,0.779861,1.173959,16.029883,0.170758,0.661686,9.63409,0.088183,0.064034,0.608469,2.497332
Cardiff and Vale University Health Board ,Central Vale ,Highlight Park Medical Practice ,W97064 ,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
Cardiff and Vale University Health Board ,Central Vale ,The Practice Of Health ,W97611 ,6.000247,1.769145,2.511444,2.56093,2.362984,0.606211,8.127765,1.573188,1.187678,12.915997,1.620685,1.162935,17.155144,0.186776,0.457751,0.960812,1.694915
Cardiff and Vale University Health Board ,Eastern Vale ,,,6.707168,2.864039,3.287136,1.475414,3.15424,1.06859,6.411461,0.830074,1.364216,14.748719,0.260367,0.772965,8.471266,0.757203,0.341732,0.661156,2.08565
Cardiff and Vale University Health Board ,Eastern Vale ,Redlands Surgery ,W97003 ,7.11868,2.623228,2.877089,1.533742,2.771314,0.740427,7.230351,0.766031,1.322192,12.946901,0.253861,0.867358,7.391531,0.590551,0.64523,0.593386,1.925111
Cardiff and Vale University Health Board ,Eastern Vale ,Penarth Healthcare Partnership ,W97011 ,5.852495,3.045499,3.66316,1.614481,3.357387,1.473826,6.007527,0.980161,1.712329,15.508806,0.299658,0.892857,8.726301,0.613832,0.238503,0.695785,2.164873
Cardiff and Vale University Health Board ,Eastern Vale ,Dinas Powys Medical Centre ,W97055 ,7.618617,2.801627,3.081789,1.220063,3.181202,0.750113,6.326701,0.65858,0.885676,15.164934,0.207863,0.515138,9.001228,1.113632,0.234975,0.666353,2.105739
Cardiff and Vale University Health Board ,Eastern Vale ,Albert Road Surgery ,W97057 ,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
Cardiff and Vale University Health Board ,Western Vale ,,,6.611751,2.9222,4.707467,1.290403,2.997369,0.698447,6.90088,0.708033,1.409421,16.408795,0.526184,0.670258,9.857376,0.287415,0.222375,0.73366,2.702957
Cardiff and Vale University Health Board ,Western Vale ,Cowbridge & Vale Medical Practice ,W97038 ,5.48559,2.954711,5.316057,0.641802,2.857835,0.653911,4.792915,0.650182,1.247275,13.889562,0.242189,0.411722,5.61885,0.350216,0.205861,0.579263,2.639864
Cardiff and Vale University Health Board ,Western Vale ,Llantwit Major & Coastal Vale Medical Practice ,W97045 ,7.228688,3.056107,5.033589,1.930173,3.595421,0.671776,8.598837,0.802147,2.251869,18.506954,0.615006,0.861009,11.673469,0.313787,0.331157,0.851424,3.264263
Cardiff and Vale University Health Board ,Western Vale ,Western Vale Family Practice ,W97052 ,6.823907,2.79368,4.060759,1.183116,2.602855,0.748035,6.831466,0.666276,0.831998,16.304099,0.633539,0.679337,11.07231,0.224061,0.145027,0.735053,2.289902
Cwm Taf Morgannwg University Health Board ,Western Vale ,,,7.481063,2.625915,3.339945,2.54046,3.62965,0.650307,8.789934,1.081122,1.12696,16.908826,0.495432,1.075264,15.312858,0.414701,0.229992,0.936127,2.358154
Cwm Taf Morgannwg University Health Board ,Bridgend East Network ,,,7.010307,2.699636,3.467921,1.774148,3.378091,0.640632,8.129318,0.939552,1.171339,15.879864,0.478701,1.030684,11.277365,0.614688,0.274219,0.856199,2.525885
Cwm Taf Morgannwg University Health Board ,Bridgend East Network ,Oak Tree Surgery ,W95010 ,6.918931,2.892971,3.481465,1.281487,3.431966,0.714993,7.757192,0.913052,1.088989,14.371356,0.500495,1.143989,11.500523,0.126778,0.280497,0.801266,2.639974
Cwm Taf Morgannwg University Health Board ,Bridgend East Network ,The New Surgery ,W95017 ,7.665904,2.757437,3.638444,1.956522,3.329519,0.446224,8.900275,0.76424,0.961098,16.407323,0.434783,0.938215,12.596569,0.507471,0.171625,1.00997,2.528604
Cwm Taf Morgannwg University Health Board ,Bridgend East Network ,Pencoed Medical Centre ,W95018 ,5.847407,2.529067,3.589918,1.553085,3.462616,0.466774,8.077496,0.878631,1.128745,14.257829,0.407367,0.678944,8.495993,0.702277,0.135789,0.718411,2.639396
Cwm Taf Morgannwg University Health Board ,Bridgend East Network ,Riversdale House ,W95035 ,8.227716,2.775741,3.451346,1.859223,3.687022,0.659893,8.089706,0.965084,1.314549,19.037394,0.633707,1.325024,14.911591,1.209677,0.345658,1.02186,2.550539
Cwm Taf Morgannwg University Health Board ,Bridgend East Network ,Bridgend Group Practice ,W95070 ,6.502518,2.570416,3.361313,2.085432,3.100168,0.716284,8.181868,1.022331,1.21246,15.194926,0.399179,0.928931,9.299567,0.494403,0.313374,0.78441,2.380153
Cwm Taf Morgannwg University Health Board ,Bridgend North Network ,,,8.423652,2.846755,3.866557,3.043399,4.168382,0.706544,9.96355,1.297731,1.792656,19.982165,0.644807,1.221018,18.722264,0.482449,0.429871,0.923532,2.787305
Cwm Taf Morgannwg University Health Board ,Bridgend North Network ,Llynfi Surgery ,W95009 ,8.515875,3.531873,4.70096,3.470342,5.267044,0.566084,10.193078,1.389377,2.436623,23.726311,0.479941,0.93527,21.87247,0.328947,0.406104,1.009499,2.867339
Cwm Taf Morgannwg University Health Board ,Bridgend North Network ,Woodlands Surgery ,W95012 ,9.912116,2.823801,3.918744,4.048408,4.134851,0.547472,10.000514,1.11029,2.031408,19.925083,0.763579,1.51275,17.429821,0.371747,1.066129,1.147861,3.025501
Cwm Taf Morgannwg University Health Board ,Bridgend North Network ,Cwm Garw Practice ,W95031 ,7.857982,2.023235,3.184963,3.289388,3.96815,0.339381,10.676215,1.60116,1.409738,18.822608,0.535178,1.292259,20.186821,0.100536,0.039159,0.816438,2.349563
Cwm Taf Morgannwg University Health Board ,Bridgend North Network ,Tynycoed Surgery ,W95037 ,7.319531,2.766581,4.177354,2.262734,3.71015,1.044339,9.177139,1.132742,1.850495,17.066691,0.677904,1.099304,16.959373,1.111626,0.265665,0.813426,2.812385
Cwm Taf Morgannwg University Health Board ,Bridgend North Network ,Bron y Garn Surgery ,W95064 ,9.073585,3.210202,3.51803,2.858399,3.913808,0.76224,9.990321,1.330606,1.509821,21.020229,0.820874,1.114043,20.114821,0.263505,0.469071,0.911124,2.873058
Cwm Taf Morgannwg University Health Board ,Bridgend North Network ,Ogmore Vale Surgery ,W95067 ,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
Cwm Taf Morgannwg University Health Board ,Bridgend North Network ,New Street Surgery ,W95079 ,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
Cwm Taf Morgannwg University Health Board ,Bridgend North Network ,Nantymoel Surgery ,W95645 ,8.69033,2.631579,2.968176,2.264382,4.039168,1.009792,10.21496,1.239113,0.979192,21.083231,0.581395,1.774786,13.068361,0.442152,0.520196,0.876091,2.845777
Cwm Taf Morgannwg University Health Board ,Bridgend West Network ,,,8.533595,3.343623,4.838012,2.636817,4.491821,0.980873,8.501134,0.975972,1.586706,17.572051,0.52794,1.353028,11.240677,0.41543,0.311571,0.953981,3.28304
Cwm Taf Morgannwg University Health Board ,Bridgend West Network ,Cornelly Surgery ,W95034 ,8.589195,2.837155,4.041974,2.730276,3.983677,0.864749,9.454829,1.099394,1.039642,15.84726,0.34007,1.117373,9.630431,0.156565,0.4178,0.855257,2.759425
Cwm Taf Morgannwg University Health Board ,Bridgend West Network ,Porthcawl Medical Centre ,W95041 ,8.496815,4.22293,6.592357,2.910828,5.286624,1.356688,8.288333,0.922968,2.312102,20.312102,0.566879,1.66879,12.24715,0.676743,0.33121,1.03324,4.057325
Cwm Taf Morgannwg University Health Board ,Bridgend West Network ,Heathbridge House ,W95063 ,8.534194,2.35267,2.606389,2.029754,3.655864,0.438242,7.769357,0.93175,0.922616,14.658056,0.680429,1.061008,11.214493,0.085397,0.149925,0.918063,2.502595
Cwm Taf Morgannwg University Health Board ,North Cynon ,,,7.158546,2.83372,3.124517,2.904872,3.727765,0.699149,9.145974,1.134653,1.12297,16.847641,0.420727,1.153906,18.250264,0.185874,0.139211,1.105282,2.239753
Cwm Taf Morgannwg University Health Board ,North Cynon ,St Johns Medical Practice ,W95001 ,7.445246,3.09048,3.269268,2.88615,3.65877,0.798161,9.902821,1.138769,0.919482,19.155865,0.491667,1.047187,19.026435,0.262161,0.146862,0.931845,2.33063
Cwm Taf Morgannwg University Health Board ,North Cynon ,Hirwaun Medical Centre ,W95020 ,6.930693,2.986013,3.881817,3.143171,4.58903,0.518623,9.153518,1.051993,1.587302,15.700141,0.377181,1.194405,15.614471,0.112867,0.125727,1.325213,2.090209
Cwm Taf Morgannwg University Health Board ,North Cynon ,Foundry Town Clinic ,W95633 ,6.863411,2.349286,2.436657,2.786137,3.30065,0.66013,7.958942,1.179376,1.14552,14.04718,0.339773,1.291137,18.674757,0.101885,0.135909,1.239422,2.193962
Cwm Taf Morgannwg University Health Board ,North Merthyr Tydfil ,,,7.3905,2.457742,3.60765,3.432449,3.684146,0.644047,9.335588,1.208994,1.159778,17.295497,0.542875,0.984577,19.406023,0.400356,0.271437,1.087341,2.324491
Cwm Taf Morgannwg University Health Board ,North Merthyr Tydfil ,Practice 3 Keir Hardie Health Park ,W95005 ,7.09589,2.054795,3.041096,3.178082,3.342466,0.60274,9.308772,1.34317,1.09589,15.863014,1.068493,0.958904,20.393983,0.577082,0.191781,0.819859,2.356164
Cwm Taf Morgannwg University Health Board ,North Merthyr Tydfil ,Practice 1 Keir Hardie Health Park ,W95023 ,6.610507,2.784603,3.896104,3.147303,3.884404,0.819001,8.6428,1.281008,0.947701,14.952615,0.3276,1.064701,16.692731,0.315277,0.3159,1.200505,2.597403
Cwm Taf Morgannwg University Health Board ,North Merthyr Tydfil ,Morlais Medical Practice ,W95086 ,7.694719,2.468265,3.67889,3.530011,3.765084,0.603354,9.656223,1.135326,1.292901,18.574675,0.521078,0.940291,19.818121,0.444094,0.27817,1.110539,2.288043
Cwm Taf Morgannwg University Health Board ,North Merthyr Tydfil ,Practice 2 Keir Hardie Health Park ,W95647 ,7.382311,1.890157,2.817404,3.74465,2.78174,0.53495,8.509443,1.509282,0.677603,14.657632,0.713267,1.17689,22.7862,0,0.178317,0.862426,1.783167
Cwm Taf Morgannwg University Health Board ,North Rhondda ,,,7.485738,2.747083,3.235339,3.464049,4.281236,0.629593,9.671601,1.226728,1.051036,18.648815,0.583338,1.207792,16.646015,0.204969,0.228709,1.007432,2.492676
Cwm Taf Morgannwg University Health Board ,North Rhondda ,Tylorstown Surgery ,W95019 ,8.064243,2.772612,4.142012,4.074387,4.818259,0.743872,10.237773,1.502097,1.453931,19.357566,0.811496,1.487743,18.815335,0.042052,0.118343,0.884218,3.110735
Cwm Taf Morgannwg University Health Board ,North Rhondda ,St. David's Street Surgery ,W95030 ,6.991235,2.756363,4.002535,3.041504,4.403844,0.623086,10.220246,1.070187,1.256732,17.900517,0.5386,1.277854,17.322695,0.406711,0.211216,0.849404,2.186081
